Datum des Eintrags,Stockname,Standortname,Brutraumzargenformat,Honigraumzargenformat,Beutentyp,Stocktyp,Position am Stand,Notizen Stock,Notizen Eintrag,Sichtungen,Weiselzellen,Bebrütete Waben,Besetzte Waben,Leerwaben (gegeben/genommen),Mittelwände (gegeben/genommen),Brutwaben (gegeben/genommen),Futterwaben (gegeben/genommen),Baurahmen (gegeben/genommen),Zählmethode,Gezählte Milben,Zählzeitraum (Tage),Medikament,Anwendungsmethode,Biotechnische Maßnahme,Medikamentenmenge,Behandlungsdauer,Behandelnde Person,Bewertung Volksstärke,Bewertung Sanftmut,Bewertung Schwarmtrieb,Bewertung Wabensitz,Bewertung Futtermenge,Ernte,Ernte Rähmchenanzahl,Geerntete Menge (kg),Honigtyp,Futtertyp,Futtermenge,Gewicht,Wiegemethode
21.04.26 19:20,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,28.2,einseitig
24.04.26 08:20,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",Honigraum leicht besetzt,Königin; Verdeckelte Brut; Larven; Stifte,,5,8,,,,,1,,,,,,,,,,,,,,,Nein,,,,,,17.1,einseitig
24.04.26 09:10,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,26.4,einseitig
24.04.26 09:10,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.2,einseitig
24.04.26 09:10,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,26.9,einseitig
24.04.26 09:10,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,29.7,einseitig
24.04.26 09:10,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.1,einseitig
24.04.26 09:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.2,einseitig
24.04.26 09:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.14,einseitig
24.04.26 09:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.9,einseitig
24.04.26 11:30,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",Honigraum leicht besetzt,Königin; Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,19.6,einseitig
24.04.26 11:30,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Honigraum nicht besetzt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,17.6,einseitig
24.04.26 11:30,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Honigraum leicht besetzt,Königin; Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,18.7,einseitig
24.04.26 11:30,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,19.0,einseitig
24.04.26 11:30,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Honigraum nicht besetzt
Eher schwächer
Eine Wabe noch nicht ausgebaut",Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.9,einseitig
24.04.26 11:30,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,Honigraum nicht besetzt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,26.4,einseitig
24.04.26 11:30,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Honigraum nicht besetzt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,29.3,einseitig
24.04.26 11:30,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,Honigraum nicht besetzt,Königin; Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,25.8,einseitig
26.04.26 12:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,20.5,einseitig
26.04.26 12:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,28.0,einseitig
26.04.26 13:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,27.6,einseitig
26.04.26 13:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.56,einseitig
26.04.26 13:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,31.1,einseitig
26.04.26 13:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.0,einseitig
26.04.26 13:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,20.8,einseitig
26.04.26 13:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.6,einseitig
26.04.26 13:30,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.4,einseitig
29.04.26 18:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,32.4,einseitig
29.04.26 18:50,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.8,einseitig
29.04.26 18:50,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,22.3,einseitig
29.04.26 18:50,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.1,einseitig
29.04.26 18:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,32.7,einseitig
29.04.26 18:50,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,24.1,einseitig
29.04.26 18:50,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,35.0,einseitig
29.04.26 18:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,24.1,einseitig
29.04.26 19:40,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.9,einseitig
02.05.26 08:40,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,Honigraum ok angenommen,Königin; Stifte; Larven; Verdeckelte Brut; Weiselzellen,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,33.8,einseitig
02.05.26 08:40,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,22.9,einseitig
02.05.26 08:40,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,25.2,einseitig
02.05.26 08:40,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,oberer Brutraum stark verhonigt,Stifte; Larven; Verdeckelte Brut; Weiselzellen,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,34.3,einseitig
02.05.26 08:40,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,33.2,einseitig
02.05.26 08:40,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Honigraum gut angenommen,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,22.5,einseitig
02.05.26 08:40,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,25.7,einseitig
02.05.26 08:40,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,23.6,einseitig
02.05.26 11:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?","Brutwabe mit verdeckelter Weiselzelle entnommen
Honigraum recht gut angenommen",Stifte; Larven; Verdeckelte Brut; Weiselzellen,,,,,,-1,,,,,,,,,,,,,,,,,Nein,,,,,,24.8,einseitig
02.05.26 11:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Honigraum nicht angenommen,Stifte; Larven; Verdeckelte Brut; Weiselzellen,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,32.0,einseitig
02.05.26 11:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",3.Honigraum gegeben,Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,28.8,einseitig
02.05.26 11:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Honigraum sehr gut angenommen
3. Honigraum aufgesetzt",Königin; Larven; Verdeckelte Brut; Stifte,,,,,,,,,,,,,,Drohnenbrutschneiden,,,,,,,,,Nein,,,,,,25.2,einseitig
02.05.26 11:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,"Honigraum recht gut angenommen, 3. Honigraum gegeben",Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,26.4,einseitig
02.05.26 12:40,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,20.5,einseitig
